0,0,0,0,0,0,0,0,0,0,1.5258,2.28871,3.05161,3.05161,255,4.38669,0.762902,2.28871,5.14959,0,5.14959,0.381451,4.95886,2.47943,0.190725,2.09798,3.24233,7.24757,10.4899,153.725,4.57741,1.5258,3.62378,9.91773,0.953627,4.38669,2.09798,5.72177,2.47943,0.190725,3.05161,6.10322,10.8714,14.8766,146.286,0,0,0,0.190725,0,0,0,1.5258,0,0,0,0.190725,4.38669,10.6806,242.412,0,0.190725,0.572177,3.05161,0,0.762902,0.190725,2.09798,1.33508,0,5.53104,4.57741,4.19596,7.24757,193.014,0.762902,0.381451,0.762902,3.24233,0,0.190725,0,0.381451,0,0,0.381451,3.05161,6.67539,10.1085,248.325,0.190725,0.190725,2.47943,0.953627,0,0.190725,0.190725,0.572177,0,0,1.33508,2.28871,8.2012,17.356,230.396,0.190725,0,0.572177,2.67016,0,0.572177,0,3.62378,1.90725,0,5.72176,2.28871,4.76814,14.3044,155.06,0,0.381451,1.71653,5.14959,0.190725,1.5258,0.762902,2.86088,2.28871,0,10.2992,9.34555,12.9693,13.7322,160.591,0.381451,0,0,1.33508,0,0.190725,0,0.953627,0,0.190725,0.762902,1.90725,12.9693,20.0262,229.252,0.190725,0.190725,1.33508,1.5258,0.762902,0.762902,0.762902,0.762902,0.953627,0,1.90725,10.6806,12.5879,8.9641,232.304,1.14435,0.381451,1.5258,2.67016,0.762902,0.953627,0.953627,4.57741,0.190725,0.190725,3.62378,5.72176,12.2064,18.5004,144.951,1.71653,0.953627,2.09798,4.19596,0.381451,1.90725,0.572177,3.05161,0.953627,0,1.71653,2.67016,8.01047,6.67539,219.716,0.762902,0.953627,4.95886,8.2012,0.190725,2.86088,0,3.05161,1.90725,0.190725,3.62378,2.28871,9.53627,6.10322,201.788,1.5258,1.33508,0.572177,3.43306,0,1.14435,0.381451,3.24233,1.33508,0.762902,3.43306,2.86088,5.53104,12.7786,192.633,0.762902,0.381451,4.95886,10.1085,0.190725,1.90725,0.190725,4.38669,1.33508,0,2.28871,2.67016,9.53627,4.76814,195.684
0,0,0,0,0,0,0,0,0,0,0,1.16616,0.38872,0.38872,255,4.47027,0.777439,1.36052,4.85899,1.16616,3.8872,0.971799,4.47027,3.8872,0.19436,3.49848,1.36052,3.49848,8.16311,140.716,1.55488,0.777439,2.9154,7.77439,0.19436,4.08155,0.583079,4.85899,2.33232,0.777439,4.08155,3.88719,7.77439,10.8841,117.005,0,0,0,0,0,0,0,0,0,0,0,0.38872,3.10976,0.777439,245.671,0,0,0,0,0,0,0,0,0,0,0,11.6616,11.2729,10.6898,173.369,2.33232,0.971799,1.9436,4.47027,0.38872,2.13796,0,2.9154,0.777439,0.19436,0.777439,4.85899,8.55183,11.6616,163.651,0.583079,2.33232,5.05335,7.96875,0.583079,1.36052,0.38872,4.47027,2.52668,0.19436,2.13796,4.27591,10.6898,6.41387,157.431,0,0.19436,0.583079,2.52668,0,0.38872,0.19436,0.777439,0.19436,0,1.9436,2.13796,14.7713,16.9093,147.519,0,0,0.971799,3.8872,0,0.38872,0,1.74924,0.777439,0,2.72104,4.85899,7.96875,10.8841,147.519,0,0,0.19436,0.19436,0,0,0,0.19436,0,0,0,12.2447,15.5488,13.0221,201.357,0,0,0,0,0,0.19436,0,0.38872,0.38872,0,0.19436,4.27591,26.0442,22.157,176.479,0.971799,0.583079,1.74924,1.74924,0.19436,0.583079,0.777439,1.55488,0.38872,0,2.13796,5.24771,16.7149,20.9909,153.35,2.13796,0.19436,0.971799,4.27591,0.583079,0.583079,0.38872,1.16616,1.16616,0,5.05335,2.33232,8.16311,7.77439,174.535,3.69284,0.777439,2.72104,1.74924,1.16616,1.16616,1.36052,2.33232,0.38872,0.19436,0.583079,6.21951,33.6242,18.8529,139.745,1.16616,2.72104,3.69284,6.80259,0.583079,0.777439,0.777439,1.36052,1.9436,0,2.33232,7.96875,27.2104,11.4672,158.792,2.33232,1.74924,3.30412,3.49848,1.55488,0.777439,0.777439,2.9154,0.19436,0,0.583079,5.83079,20.7965,13.0221,154.322
0,0,0,0,0,0,0,0,0,0,0,0.678793,2.48891,0.452529,255,3.1677,1.35759,0.905058,5.65661,0,2.48891,0,2.26264,1.81012,0.678793,2.71517,1.81012,4.29902,9.50311,136.664,2.03638,0.905058,1.81012,3.8465,0.226264,4.07276,0.678793,4.75155,2.26264,0.678793,5.88287,3.39397,4.75155,7.69299,136.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.154,3.1677,1.58385,2.94144,4.07276,0.678793,2.94144,0.452529,2.26264,0.678793,0,1.13132,4.07276,5.65661,9.05058,165.173,2.03638,2.26264,6.56167,12.6708,0.678793,4.07276,1.35759,5.88287,2.71517,0.452529,4.52529,3.1677,7.24046,16.0648,112.68,2.26264,1.81012,5.65661,11.992,0.452529,5.65661,0.678793,6.78793,4.97782,0.226264,6.78793,2.71517,7.24046,11.3132,102.045,1.58385,0.678793,1.58385,4.07276,0.452529,2.94144,1.35759,3.8465,4.29902,0.452529,4.29902,1.58385,5.20408,8.37178,134.854,3.39397,0.226264,0.226264,1.58385,0,4.52529,0.452529,2.94144,2.03638,0,2.26264,0.226264,1.58385,7.91926,144.809,1.13132,1.58385,2.03638,4.52529,0.226264,2.71517,0.905058,3.62023,1.58385,0.452529,4.75155,1.35759,5.20408,10.4082,165.173,1.58385,1.13132,4.75155,6.10914,0,4.29902,0.226264,5.65661,2.26264,0,3.84649,2.48891,12.6708,15.6122,133.27,3.1677,0.452529,0,1.58385,0,4.07276,0,3.8465,2.26264,0.226264,4.97782,0.678793,2.48891,5.43035,128.518,2.26264,0.452529,0.452529,3.62023,0,1.35759,0,2.71517,1.35759,0,3.1677,1.13132,11.7657,12.2183,142.32,0.678793,0.905058,1.81012,15.6122,0.226264,1.35759,0.226264,2.26264,1.58385,0.226264,4.52529,3.1677,21.4951,10.1819,147.977,1.13132,1.13132,2.48891,8.59805,0.226264,2.48891,0.226264,3.39397,2.03638,0,4.07276,5.65661,26.4729,19.685,135.985,2.48891,2.03638,3.39397,2.71517,1.13132,1.81012,1.81012,3.1677,1.81012,0,3.62023,10.6344,19.0062,14.0284,121.73
0,0,0.204655,0.613965,0,0.204655,0,0.81862,0.40931,0,3.88844,4.91172,13.9165,6.95827,240.265,3.47913,1.02327,1.43258,5.32103,0.40931,3.27448,0,2.45586,1.22793,0.204655,2.04655,2.2512,11.0514,17.191,168.636,3.68379,0.40931,4.29775,3.47913,0.613965,3.47913,1.43258,3.47913,2.2512,0,3.06982,4.70706,11.0514,7.77689,175.594,0,0,0.40931,0.613965,0,0.204655,0,1.43258,0,0,0.40931,2.2512,8.80016,7.57223,255,2.04655,0.81862,1.84189,3.68379,0.613965,0.613965,0.40931,1.02327,0.613965,0,5.52568,4.0931,14.1212,10.2327,192.171,0,0,1.63724,3.27448,0,1.22793,0,2.45586,1.43258,0,2.66051,1.63724,18.4189,18.2143,212.022,0,0,0.40931,2.04655,0,0.204655,0,0.40931,1.02327,0,2.66051,7.57223,25.5819,7.77689,223.483,0.613965,0.613965,1.02327,1.22793,0.40931,1.02327,0.204655,4.70706,0.81862,0,2.04655,2.2512,14.1212,16.577,175.389,1.84189,0.40931,1.02327,2.66051,0.204655,1.84189,0.40931,3.47913,2.2512,0.204655,6.95827,3.47913,8.59551,10.6421,214.683,0.613965,0.613965,0.613965,1.63724,0.204655,1.43258,0,4.50241,1.22793,0.204655,2.2512,1.43258,6.75361,18.4189,222.46,0,0.613965,1.84189,5.32103,0.613965,1.22793,1.43258,2.04655,0.81862,0,1.84189,6.75361,8.80016,9.20947,229.623,2.66051,1.43258,4.29775,5.11637,0.81862,5.32103,1.22793,9.20947,0.204655,0.40931,1.22793,0.81862,4.91172,9.20947,193.194,1.02327,0.204655,1.84189,9.41413,0,2.45586,0.40931,4.50241,1.22793,0,2.45586,1.63724,4.50241,9.82343,226.553,1.43258,1.22793,4.0931,7.36758,0.204655,3.88844,0.613965,6.3443,2.86517,0.40931,4.91172,4.50241,9.41412,11.87,179.687,0,0.204655,1.84189,7.16292,0,1.22793,0,5.11637,0.81862,0.204655,4.70706,2.04655,14.5305,11.0514,206.292,0.40931,0,1.43258,4.0931,0,1.02327,0,3.27448,0.613965,0,2.45586,2.66051,6.54896,6.3443,230.646
1.34494,0.268987,0,0,0,0.537975,0,0.537975,0,0.268987,0.806962,0.806962,4.57278,2.1519,255,2.42089,1.61392,5.37975,6.72468,0.268987,5.91772,0.268987,6.4557,5.37975,0.806962,6.4557,4.3038,8.33861,15.6013,100.332,2.1519,1.07595,2.68987,14.5253,0,3.22785,0.268987,1.88291,3.22785,0,9.95253,1.34494,5.11076,3.76582,155.206,0.537975,0,0,0,0,0.537975,0,0,0,0,0,2.42089,8.6076,4.57278,250.427,0.537975,0.268987,0,0.537975,0,0.268987,0,0.268987,0.806962,0,7.53165,1.07595,2.95886,2.95886,170,2.95886,1.34494,3.22785,6.99367,0.537975,1.61392,0.806962,3.22785,1.61392,1.34494,4.3038,3.22785,12.6424,12.6424,153.323,3.49684,1.34494,3.22785,9.41456,0.268987,3.49684,0.537975,3.49684,4.57278,0,5.37975,4.57278,16.4082,16.9462,140.68,0.537975,0,1.88291,2.1519,0,2.1519,0,11.8354,0.268987,0,0,2.42089,8.87658,12.1044,138.528,0,0,0.268987,1.88291,0,0,0,1.88291,0.806962,0,5.91772,6.72468,7.80063,8.87658,137.991,0,0,0,0,0,0,0,0.806962,0,0,0.806962,2.95886,2.42089,6.4557,215.728,0,0.806962,1.07595,4.57278,0,0.537975,0,2.95886,1.34494,0,2.42089,2.42089,6.99367,14.2563,202.816,0,0.537975,2.42089,6.18671,0,1.34494,0.268987,7.26266,2.1519,0,1.07595,2.42089,7.80063,25.0158,104.905,4.57278,1.88291,3.76582,7.53165,1.34494,2.1519,1.07595,4.3038,1.07595,0.537975,2.95886,12.3734,15.3323,23.4019,106.25,0.806962,0,0.268987,0,0,0,0,2.1519,0,0.268987,0,4.57278,17.7532,16.6772,200.127,0.537975,0,0,0,0,0.268987,0,0,0,0,0.268987,4.3038,17.7532,12.9114,225.142,3.22785,2.42089,1.61392,2.42089,1.34494,2.68987,1.34494,2.68987,1.61392,0.537975,2.68987,9.41456,15.8703,20.712,126.962
0,0,0,0,0,0,0,0,0,0,0,0.461399,0.1538,0.3076,255,0,0,0,0,0,0.1538,0,0,0,0,0,1.0766,3.38359,1.8456,243.619,1.538,1.2304,4.30639,4.30639,0.768999,3.84499,0.615199,6.92099,2.7684,0.1538,3.2298,1.6918,4.92159,7.22859,127.961,1.3842,0.1538,0.615199,0.461399,0.3076,1.538,0.1538,4.76779,0.461399,0.1538,1.6918,0.1538,0.1538,3.69119,179.177,0,0,0,0,0,0,0,0,0,0,1.0766,0.922799,0.768999,0.768999,241.773,2.6146,1.538,3.69119,3.69119,1.538,3.07599,1.0766,2.4608,0.461399,0,1.538,9.07419,9.99698,11.3812,146.264,3.53739,1.3842,3.84499,11.0736,0.922799,3.53739,0.615199,4.15259,2.6146,0.3076,3.2298,3.076,5.84439,14.611,111.351,1.9994,1.2304,1.9994,2.9222,0.461399,3.38359,0.615199,5.38299,1.3842,0.3076,1.8456,0.615199,2.7684,9.38179,159.798,0,0,0.1538,1.2304,0,0,0,0.1538,0.922799,0,2.7684,1.6918,1.9994,4.76779,200.863,3.84499,1.8456,1.0766,3.84499,0.3076,5.22919,0.1538,5.38299,3.38359,0,3.076,1.3842,2.7684,7.38239,136.882,2.307,1.3842,2.7684,8.45899,0.615199,3.38359,0.768999,5.07539,3.38359,0.1538,5.69059,3.076,7.07479,10.766,128.269,3.076,1.3842,3.2298,7.07479,0.3076,5.53679,1.6918,3.69119,3.99879,0.3076,7.07479,2.307,3.69119,10.9198,119.041,0,0.1538,1.9994,10.3046,0,2.307,0,1.9994,2.4608,0,4.76779,0,0.1538,0,207.783,1.8456,0.461399,2.1532,5.84439,0,1.9994,0,3.53739,0.768999,0,3.38359,0.768999,16.149,15.38,146.879,1.538,1.3842,3.38359,8.30519,0,2.6146,0.3076,1.9994,1.9994,0.1538,3.99879,2.9222,9.68938,11.2274,149.801,1.3842,0.461399,5.69059,8.15139,0.461399,5.07539,0.615199,7.07479,1.538,0.615199,1.9994,3.69119,4.46019,8.92039,141.188
0,0,0,0,0,0,0,0,0,0,0.397403,7.81558,3.44416,4.5039,255,0.132468,0.662338,1.58961,4.5039,0,1.85455,0.132468,3.17922,2.25195,0.52987,5.82857,12.4519,27.6857,15.6312,144.787,0.132468,0.132468,2.91429,2.51688,0.132468,1.45714,0,2.91429,1.05974,0,0.927273,10.9948,23.7117,8.61039,182.01,0,0,0,0,0,0,0,0.132468,0,0,0,0.132468,9.4052,19.3403,204.53,0,0,1.19221,1.32468,0,0.264935,0,1.32468,0.794805,0,2.64935,16.426,16.9558,14.0416,163.068,0.662338,0.264935,2.11948,2.51688,1.19221,1.58961,0.52987,2.11948,1.19221,0.132468,1.58961,11.7896,16.5584,18.9429,171.678,1.85455,0.927273,3.44416,5.16623,1.05974,2.64935,1.32468,1.85455,1.32468,0.397403,2.64935,13.6442,26.361,12.3195,146.377,0,0,0.52987,0.52987,0,0.397403,0,2.78182,0.132468,0,0.264935,3.04675,14.5714,35.6338,144.787,0.52987,0.264935,1.05974,5.6961,0.132468,1.05974,0,2.64935,4.10649,0.132468,8.87533,3.31169,11.9221,14.8364,128.494,2.25195,0.927273,3.04675,5.43117,0.794805,1.58961,0.662338,2.38442,1.05974,0,1.32468,11.9221,19.2078,21.0623,162.273,0.927273,0.794805,2.51688,5.96104,1.45714,1.58961,1.19221,5.16623,2.78182,0,4.23896,13.2468,3.04675,6.88831,160.683,0.264935,0.132468,3.84156,7.55065,0.132468,2.38442,0.132468,9.27273,1.85455,0.264935,4.23896,3.84156,7.15325,14.439,146.377,0.662338,0,3.57662,11.3922,0.132468,3.44416,0.132468,6.75584,3.97403,0.264935,6.35844,1.05974,2.38442,3.31169,183.07,1.98701,0.794805,4.23896,9.8026,0.397403,2.64935,0.52987,5.96104,3.57662,0.132468,3.84156,4.63636,19.4727,19.2078,146.112,0.794805,0.52987,2.91429,10.7299,0,2.11948,0.132468,4.10649,4.76883,0,7.81558,3.44416,8.61039,12.4519,161.61,2.11948,0.264935,3.31169,9.27273,0.52987,4.63636,0.927273,5.16623,2.78182,0.264935,6.88831,4.10649,15.1013,14.174,143.33
0,0,0,0,0,0,0,0,0,0,0,2.01364,2.01364,0.732233,255,1.09835,0.366116,0.732233,2.01364,0.366116,2.1967,0.183058,2.37976,0.732233,0,1.09835,0.915291,2.92893,5.49174,168.597,2.37976,0.915291,2.1967,2.74587,0.183058,3.47811,0,3.4781,2.92893,0,3.29505,2.37976,6.77315,9.33597,166.949,0,0,1.28141,2.1967,0,0.183058,0,4.75951,0.366116,0,1.46447,0.366116,0.549174,4.75951,201.181,0,0.183058,0.549174,3.84422,0,1.09835,0,1.64752,0.549174,0,1.28141,8.23762,7.8715,9.88514,176.285,0.915291,0.549174,1.28141,3.29505,0.183058,0.183058,0.549174,1.09835,1.28141,0,1.64752,4.3934,5.49174,9.33597,178.299,0.549174,0.732233,3.84422,3.84422,0.183058,3.29505,1.09835,1.83058,0.732233,0,0.915291,3.29505,10.4343,16.2922,178.482,0.549174,0.366116,2.92893,5.6748,0,0.732233,0,4.75951,1.28141,0,2.74587,1.28141,8.23762,9.33597,163.288,0,0.183058,0.732233,3.84422,0.366116,0.732233,1.28141,1.83058,1.83058,0,4.3934,4.21034,6.40704,8.23762,148.46,0.183058,0,0.183058,3.47811,0,0.366116,0,0,1.09835,0.183058,1.46447,7.68844,19.7703,11.1665,203.744,0,0,0.732233,3.11199,0,0.732233,0,0.732233,0.732233,0,0.366116,4.02728,18.855,15.1938,205.94,1.09835,0.732233,2.74587,6.95621,0.732233,2.37976,1.09835,4.3934,1.46447,0.183058,4.94257,4.21034,13.5463,24.3467,128.324,0.183058,0,1.09835,6.04092,0,1.28141,0.366116,1.46447,2.01364,0.366116,2.56281,0.183058,3.47811,1.46447,224.063,0.549174,0.183058,2.01364,4.02728,0.366116,1.09835,0.183058,4.3934,0.183058,0,0.732233,3.11199,12.631,6.59009,211.249,0.183058,0.366116,2.37976,8.96985,0.183058,0.915291,0.183058,1.46447,0.732233,0,3.84422,1.46447,8.78679,6.40704,197.154,0.183058,0.183058,1.28141,2.74587,0,0.915291,0.549174,2.74587,1.28141,0,2.92893,3.84422,8.05456,8.05456,192.577
0,0,0,0,0,0,0,0,0.602481,0,3.46426,0,1.05434,3.91613,255,1.35558,0,0.15062,0.30124,0,0.753101,0,0.903721,0.15062,0,0.15062,3.16302,3.0124,4.06675,233.913,2.71116,1.35558,5.42233,6.62729,0.451861,3.7655,0.15062,6.62729,2.2593,0.602481,3.31364,1.5062,4.21737,8.88659,129.383,1.05434,0.15062,2.40992,1.35558,0.15062,1.65682,0,2.40992,0.451861,0.15062,1.05434,0.451861,1.20496,4.21737,208.609,0,0,0.15062,2.71116,0,0.30124,0,0.451861,0.602481,0,5.72357,3.0124,2.40992,4.51861,210.266,0,0.15062,0.753101,1.65682,0,0.753101,0,3.31364,0.903721,0,2.40992,9.63969,12.6521,15.2126,157.097,2.40992,0.903721,1.05434,2.86178,0.30124,0.753101,0.753101,1.5062,0.30124,0.15062,0.451861,1.80744,14.1583,13.7064,191.89,0.15062,0.30124,0.451861,1.5062,0.15062,0.451861,0,1.80744,0.15062,0,1.5062,1.5062,5.57295,6.47667,209.211,0.15062,0,1.20496,6.17543,0,1.20496,0,1.80744,3.16302,0,5.72357,0.903721,2.10868,1.20496,223.671,1.20496,0.451861,2.2593,4.06675,0,0.903721,0.15062,6.62729,1.20496,0.30124,3.76551,2.10868,9.33845,17.6226,162.369,0,0,1.5062,4.06675,0,1.20496,0,2.56054,0,0,0.602481,0.753101,3.91613,12.2002,229.093,0,0.15062,0.753101,3.0124,0,0.15062,0,1.35558,1.65682,0,3.76551,3.0124,3.91613,4.21737,212.525,0.602481,0,1.05434,4.51861,0,1.20496,0,1.80744,1.65682,0,2.2593,0.15062,0.15062,0.753101,247.469,2.10868,1.5062,4.06675,7.98287,0.602481,2.86178,0.451861,4.97047,1.80744,0.15062,2.10868,2.10868,7.68163,12.8027,178.033,0.753101,0.30124,2.2593,6.32605,0.451861,2.40992,0.903721,4.81985,2.71116,0,3.31364,3.0124,8.28411,9.63969,176.075,2.56054,1.35558,2.2593,10.5434,0.753101,2.10868,0.30124,4.97047,3.46426,0.451861,3.61488,1.95806,3.91613,10.9953,160.561
0,0,0,1.44612,0,0,0,0.241021,0,0,0,4.82042,21.2098,26.9943,243.672,5.30246,0.723062,3.61531,11.087,0.482042,5.7845,0.241021,5.30246,2.89225,0.482042,4.09735,3.13327,10.6049,14.9433,174.017,3.85633,1.68715,5.30246,5.06144,1.68715,2.16919,2.65123,2.65123,2.89225,0.241021,4.33837,9.15879,14.4612,13.7382,171.848,0,0,0.723062,0.482042,0,0.241021,0,3.61531,0.482042,0,1.2051,9.39981,17.8355,15.1843,231.139,0,0.241021,1.92817,4.57939,0,0.723062,0.241021,3.85633,0.241021,0,3.13327,2.41021,6.02552,9.15879,204.868,0,0,1.92817,3.13327,0,1.68715,0,4.82042,1.44612,0.241021,2.89225,2.65123,7.95369,9.64083,227.765,0,0,0.241021,0.964083,0,0,0,1.92817,1.44612,0,4.57939,3.37429,7.23062,10.1229,255,0,0.482042,3.61531,6.02552,0,2.16919,0,7.71267,0.482042,0,2.89225,3.13327,6.26654,12.5331,204.627,0.241021,0.241021,3.13327,2.41021,0.241021,1.68715,0.482042,3.85633,0.723062,0,5.7845,9.39981,19.2817,19.2817,173.053,0.482042,0.241021,0.241021,2.41021,0,0.241021,0,1.44612,0.723062,0,1.44612,2.41021,15.4253,19.7637,240.298,1.44612,0.723062,1.44612,4.33837,0.964083,0.482042,1.2051,1.44612,0.964083,0.241021,2.16919,14.9433,21.9329,13.2561,226.077,0.723062,0.482042,1.92817,6.50756,0.241021,1.68715,0,6.26654,0.482042,0.723062,3.61531,2.41021,5.30246,14.4612,178.837,0.964083,2.41021,6.9896,12.2921,0.482042,2.16919,0.241021,1.2051,0.964083,0.241021,4.09735,2.41021,5.30246,10.6049,218.847,0.241021,1.2051,6.02552,11.087,0,4.09735,0,6.02552,2.89225,0,5.30246,1.44612,4.82042,7.71267,208.724,1.92817,2.16919,6.02552,12.2921,0.723062,4.57939,0.723062,6.26654,4.82042,0.482042,6.02552,4.09735,9.15879,12.5331,182.935,1.2051,1.44612,5.06144,13.7382,0,2.16919,0.241021,6.26654,0.964083,0.241021,3.61531,2.41021,7.71267,8.67675,203.422
0,0,0,0,0,0,0,0,0,0,0,0.160176,0.640703,0,255,2.72299,1.60176,4.48492,9.61055,0.160176,8.16897,0.640703,8.16897,4.6451,0.480528,3.52387,2.24246,4.96545,6.40704,120.612,2.08229,2.24246,5.2858,8.32915,1.44158,3.52387,0.961055,8.00879,2.08229,0.640703,2.72299,2.56281,7.20791,9.45038,128.301,0,0,0,0,0,0,0,0,0,0,0,0.160176,1.60176,0.320352,245.87,0.320352,0.160176,0.961055,4.6451,0.160176,0.800879,0,3.04334,0.320352,0,1.60176,4.16457,7.20791,6.24686,170.747,1.12123,0.480528,0.640703,3.68405,0,0.480528,0,1.92211,0.480528,0.160176,1.28141,6.40703,13.6149,10.4114,175.873,1.28141,1.12123,2.40264,3.52387,1.28141,0.480528,1.28141,0.961055,0.800879,0,1.12123,6.56721,14.0955,11.5327,166.583,0,0,0,0.480528,0,0,0,0.640703,0.640703,0,2.56281,1.76193,5.44598,17.9397,157.933,1.28141,0.800879,1.28141,4.48492,0.800879,0.480528,0.640703,2.08229,2.24246,0,3.84422,7.20791,18.9008,16.3379,135.829,0.320352,0,0,0,0,0,0,0.480528,0.320352,0,0.961055,1.76193,17.299,15.3769,201.341,0.480528,0.160176,0.160176,0,0,0.800879,0.320352,1.60176,0,0,0.160176,3.36369,11.853,11.5327,198.458,1.28141,0.800879,3.52387,4.48492,0.800879,1.28141,0.480528,5.2858,0.480528,0.160176,1.76193,1.76193,7.52827,18.7406,139.513,0.961055,0.160176,0.640703,2.40264,0,0.320352,0,1.92211,1.12123,0.320352,2.24246,0.640703,7.04774,7.52827,201.341,2.08229,0.320352,1.76193,3.04334,0,1.28141,0.320352,4.32475,1.92211,0,4.32475,0.961055,9.13002,19.0609,157.773,1.28141,0.961055,2.56281,3.52387,0.640703,2.72299,1.76193,4.32475,1.92211,0,2.72299,3.52387,22.1043,9.45038,171.709,0.480528,1.12123,1.92211,4.96545,0.320352,1.44158,0.800879,4.0044,0.320352,0,1.12123,2.56281,3.04334,5.2858,183.562
0,0,0,0.611511,0,0,0,0,0,0,0.366906,2.93525,6.60432,6.48201,243.748,3.05755,1.34532,2.56835,5.5036,0.733813,3.66906,0.489209,5.5036,3.05755,0.244604,4.52518,4.15827,11.1295,14.4317,144.317,0.366906,0.122302,1.95683,2.32374,0,1.71223,0.244604,4.15827,0.733813,0.122302,0.856115,0.733813,2.93525,2.56835,223.568,0,0,0,0,0,0,0,0,0,0,0,2.44604,8.43885,6.84892,255,0,0,0.978417,1.10072,0,0.611511,0,2.07914,1.22302,0,5.6259,3.17986,5.3813,5.3813,204,1.83453,0.856115,4.40288,6.60432,1.10072,2.44604,0.489209,2.32374,1.83453,0.122302,2.69065,4.89209,8.68345,11.0072,181.986,0.611511,0.733813,0.978417,2.44604,0.122302,0.733813,0.366906,1.34532,0.856115,0.122302,1.10072,1.71223,5.7482,4.89209,215.496,0.244604,0.122302,0.366906,1.22302,0,0,0,1.22302,0.122302,0,0.611511,2.93525,10.2734,14.9209,208.158,3.05755,0.733813,1.10072,5.99281,0.366906,1.95683,0.489209,2.20144,2.56835,0.489209,6.23741,3.17986,6.72662,8.92806,166.698,2.81295,1.58993,5.6259,6.23741,0.856115,2.69065,0.856115,4.40288,1.34532,0.122302,2.32374,3.79137,7.70504,11.2518,175.993,1.58993,0.611511,3.17986,3.30216,0.611511,1.95683,0.733813,2.07914,2.07914,0.122302,4.40288,4.15827,8.31655,12.7194,176.971,1.34532,0.611511,1.46763,2.56835,0.244604,1.71223,0.122302,6.23741,2.07914,0.366906,1.95683,1.58993,4.64748,7.82734,197.64,0.733813,0.366906,0.122302,2.44604,0.366906,1.22302,0.366906,0.244604,0.856115,0,3.30216,3.42446,5.25899,4.52518,222.101,0.978417,1.22302,2.93525,6.60432,0.122302,2.32374,0.733813,4.89209,3.05755,0.366906,3.54676,4.40288,9.66187,11.741,169.633,1.34532,1.71223,2.56835,8.31655,0.366906,2.32374,0.244604,4.15827,3.42446,0.122302,5.25899,2.81295,7.33813,7.09352,170.978,1.95683,0.733813,1.34532,3.66906,0,1.83453,0.122302,2.69065,1.10072,0.122302,2.07914,2.07914,4.40288,5.3813,204.734
